l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
2276,13488,278,2,13,18219.24,0.08,0.04,N,O,1996-07-24,1996-06-18,1996-08-16,COLLECT COD              ,RAIL      ,arefully ironic foxes cajole q
2276,17100,101,3,27,27461.70,0.07,0.08,N,O,1996-07-30,1996-06-10,1996-07-31,DELIVER IN PERSON        ,RAIL      ,the carefully unusual accoun
2276,10806,587,4,38,65238.40,0.06,0.03,N,O,1996-07-07,1996-06-28,1996-07-17,COLLECT COD              ,RAIL      ,ans. pinto beans boost c
2276,15241,37,5,50,57812.00,0.03,0.05,N,O,1996-07-13,1996-06-25,1996-07-22,DELIVER IN PERSON        ,REG AIR   , accounts dete
2276,505,756,6,4,5622.00,0.10,0.03,N,O,1996-07-05,1996-06-30,1996-08-04,COLLECT COD              ,FOB       ,s. deposits 
2277,13685,686,1,38,60749.84,0.03,0.07,R,F,1995-04-23,1995-03-25,1995-05-20,TAKE BACK RETURN         ,TRUCK     ,fully bold
2277,792,43,2,2,3385.58,0.10,0.08,A,F,1995-02-01,1995-02-04,1995-03-02,TAKE BACK RETURN         ,AIR       ,endencies sleep idly pending p
2277,19784,54,3,4,6815.12,0.05,0.06,R,F,1995-04-27,1995-03-16,1995-04-29,TAKE BACK RETURN         ,SHIP      ,. quickly unusual deposi
2277,15847,378,4,31,54648.04,0.02,0.00,R,F,1995-03-07,1995-03-19,1995-03-26,TAKE BACK RETURN         ,MAIL      ,ic instructions detect ru
2278,4425,680,1,36,47859.12,0.04,0.05,N,O,1998-06-04,1998-06-06,1998-06-30,NONE                     ,TRUCK     ,y ironic pinto beans br
2278,4487,742,2,50,69574.00,0.02,0.00,N,O,1998-08-09,1998-07-08,1998-09-05,DELIVER IN PERSON        ,RAIL      ,into beans. blit
2278,9635,895,3,22,33981.86,0.03,0.00,N,O,1998-05-15,1998-07-14,1998-06-04,TAKE BACK RETURN         ,REG AIR   ,ep regular accounts. blithely even
2279,1368,369,1,12,15232.32,0.07,0.08,A,F,1993-05-10,1993-03-25,1993-06-02,COLLECT COD              ,REG AIR   ,lets across the excuses nag quickl
2279,4098,99,2,38,38079.42,0.08,0.07,R,F,1993-06-09,1993-04-06,1993-06-26,COLLECT COD              ,TRUCK     ,s above the furiously express dep
2279,345,596,3,3,3736.02,0.09,0.04,A,F,1993-05-31,1993-05-07,1993-06-05,COLLECT COD              ,REG AIR   ,ing foxes above the even accounts use slyly
2279,5114,880,4,42,42802.62,0.02,0.00,R,F,1993-02-28,1993-04-25,1993-03-02,TAKE BACK RETURN         ,REG AIR   , above the furiously ironic deposits. 
2279,16885,152,5,9,16216.92,0.05,0.04,R,F,1993-05-21,1993-03-29,1993-06-17,DELIVER IN PERSON        ,MAIL      ,ns cajole after the final platelets. s
2279,14617,146,6,12,18379.32,0.02,0.00,R,F,1993-05-04,1993-04-26,1993-05-28,DELIVER IN PERSON        ,FOB       ,ccounts. slyl
2279,11892,676,7,32,57724.48,0.05,0.05,A,F,1993-04-20,1993-05-22,1993-05-18,DELIVER IN PERSON        ,RAIL      ,re quickly. furiously ironic ide
2304,19949,219,1,42,78495.48,0.00,0.01,A,F,1994-01-20,1994-03-04,1994-02-05,COLLECT COD              ,RAIL      ,quests are blithely alongside of
2304,1819,573,2,48,82598.88,0.00,0.00,R,F,1994-02-12,1994-02-16,1994-03-10,COLLECT COD              ,REG AIR   , deposits cajole blithely e
2304,4794,795,3,3,5096.37,0.00,0.05,R,F,1994-03-19,1994-03-04,1994-03-20,DELIVER IN PERSON        ,AIR       ,l excuses after the ev
2305,17398,666,1,3,3946.17,0.00,0.01,A,F,1993-03-24,1993-04-05,1993-03-29,NONE                     ,AIR       ,kages haggle quickly across the blithely 
2305,5902,158,2,39,70508.10,0.07,0.00,R,F,1993-04-16,1993-04-17,1993-04-22,COLLECT COD              ,MAIL      ,ms after the foxes 
2305,10102,103,3,32,32387.20,0.03,0.06,A,F,1993-04-02,1993-03-18,1993-04-03,NONE                     ,AIR       , haggle caref
2305,11147,148,4,17,17988.38,0.00,0.05,A,F,1993-02-21,1993-03-30,1993-03-19,TAKE BACK RETURN         ,MAIL      , carefully alongside of 
2305,15438,234,5,26,35189.18,0.06,0.07,A,F,1993-05-14,1993-02-28,1993-06-04,NONE                     ,SHIP      ,arefully final theodo
2305,5097,863,6,7,7014.63,0.06,0.00,R,F,1993-05-15,1993-04-25,1993-06-09,DELIVER IN PERSON        ,RAIL      ,gular deposits boost about the foxe
2306,19577,116,1,50,74828.50,0.09,0.01,N,O,1995-07-27,1995-09-26,1995-08-06,DELIVER IN PERSON        ,FOB       ,y quickly 
2306,14856,385,2,39,69063.15,0.04,0.00,N,O,1995-09-07,1995-09-13,1995-10-03,COLLECT COD              ,SHIP      ,f the slyly unusual accounts. furiousl
2306,17769,571,3,35,59036.60,0.01,0.07,N,O,1995-08-18,1995-08-30,1995-08-20,TAKE BACK RETURN         ,RAIL      ,raids along the furiously unusual asympto
2306,11894,156,4,21,37923.69,0.06,0.01,N,O,1995-10-07,1995-09-18,1995-10-17,COLLECT COD              ,MAIL      , ironic pinto 
2306,14175,440,5,42,45745.14,0.04,0.07,N,O,1995-09-05,1995-08-25,1995-09-28,COLLECT COD              ,MAIL      ,furiously final acco
2306,12351,352,6,29,36637.15,0.00,0.03,N,O,1995-11-01,1995-09-01,1995-11-22,DELIVER IN PERSON        ,REG AIR   ,uld have to mold. s
2306,17540,342,7,19,27693.26,0.07,0.01,N,O,1995-11-17,1995-09-06,1995-11-30,DELIVER IN PERSON        ,AIR       ,tainments nag furiously carefull
2307,14137,402,1,24,25227.12,0.10,0.05,R,F,1993-10-07,1993-08-05,1993-10-20,COLLECT COD              ,AIR       ,stealthily special packages nag a
2307,13952,216,2,2,3731.90,0.01,0.00,A,F,1993-09-21,1993-08-22,1993-10-03,COLLECT COD              ,SHIP      ,ously. furiously furious requ
2307,3331,585,3,7,8640.31,0.07,0.04,R,F,1993-08-03,1993-09-04,1993-08-28,DELIVER IN PERSON        ,AIR       ,ven instructions wake fluffily 
2307,16436,437,4,19,25696.17,0.08,0.06,R,F,1993-10-23,1993-09-09,1993-11-09,TAKE BACK RETURN         ,TRUCK     ,olites haggle furiously around the 
2307,14269,270,5,7,8282.82,0.01,0.06,R,F,1993-09-01,1993-08-08,1993-09-29,NONE                     ,AIR       , packages cajo
2308,11752,753,1,24,39930.00,0.06,0.04,R,F,1993-02-23,1992-12-24,1993-03-10,NONE                     ,MAIL      ,ts sleep. busy excuses along the s
2308,5563,74,2,36,52868.16,0.05,0.06,A,F,1992-11-11,1992-11-27,1992-11-23,NONE                     ,MAIL      ,ong the pending hockey players. blithe
2309,16986,519,1,14,26641.72,0.10,0.03,N,O,1996-01-01,1995-10-22,1996-01-23,NONE                     ,AIR       ,asymptotes. furiously pending acco
2309,16826,93,2,1,1742.82,0.01,0.05,N,O,1995-12-08,1995-11-03,1995-12-31,COLLECT COD              ,RAIL      ,eposits alongside of the final re
2309,1477,980,3,5,6892.35,0.01,0.00,N,O,1995-12-10,1995-10-29,1996-01-06,TAKE BACK RETURN         ,SHIP      ,s. requests wake blithely specia
2309,13805,332,4,46,79064.80,0.08,0.04,N,O,1995-10-02,1995-10-30,1995-10-30,NONE                     ,REG AIR   ,sly according to the carefully 
2309,13621,411,5,9,13811.58,0.00,0.07,N,O,1995-12-21,1995-10-10,1996-01-20,COLLECT COD              ,AIR       ,"ding, unusual instructions. dep"
2309,19488,27,6,21,29557.08,0.09,0.00,N,O,1995-11-05,1995-11-07,1995-11-22,NONE                     ,AIR       ,unts around the dolphins ar
2309,13775,39,7,48,81060.96,0.03,0.05,N,O,1995-10-21,1995-11-21,1995-11-09,NONE                     ,MAIL      ,ccounts. id
2310,5788,44,1,36,60976.08,0.03,0.03,N,O,1996-10-09,1996-10-28,1996-10-29,TAKE BACK RETURN         ,RAIL      ,iously against the slyly special accounts
2310,17045,46,2,6,5772.24,0.07,0.01,N,O,1996-11-08,1996-12-09,1996-12-07,COLLECT COD              ,REG AIR   ,e slyly about the quickly ironic theodo
2310,4104,867,3,48,48388.80,0.08,0.02,N,O,1996-10-04,1996-11-20,1996-10-25,TAKE BACK RETURN         ,FOB       ,ep slyly alongside of the 
2311,14007,272,1,18,16578.00,0.01,0.01,N,F,1995-06-11,1995-06-18,1995-07-02,NONE                     ,FOB       , fluffily even patterns haggle blithely. re
2311,12158,683,2,49,52437.35,0.09,0.02,R,F,1995-05-14,1995-07-11,1995-05-20,COLLECT COD              ,FOB       ,ideas sleep
2311,5380,381,3,15,19280.70,0.08,0.04,N,O,1995-06-23,1995-06-06,1995-07-09,COLLECT COD              ,AIR       ,ve the blithely pending accounts. furio
2311,8974,491,4,42,79084.74,0.01,0.06,R,F,1995-06-03,1995-06-27,1995-06-11,DELIVER IN PERSON        ,MAIL      ,gle furiously. bold 
2311,4645,154,5,1,1549.64,0.05,0.02,A,F,1995-06-07,1995-06-20,1995-06-10,NONE                     ,AIR       ,ptotes. furiously regular theodolite
2311,1200,703,6,32,35238.40,0.01,0.03,N,O,1995-07-19,1995-06-26,1995-07-26,NONE                     ,RAIL      ,sts along the slyly
2336,19217,487,1,20,22724.20,0.01,0.03,N,O,1996-03-12,1996-02-25,1996-03-18,NONE                     ,REG AIR   ,across the fi
2337,4480,735,1,49,67839.52,0.06,0.05,N,O,1997-08-08,1997-08-15,1997-08-31,TAKE BACK RETURN         ,FOB       , along the packages. furiously p
2338,5106,617,1,30,30333.00,0.07,0.06,N,O,1997-12-10,1997-10-15,1997-12-11,TAKE BACK RETURN         ,REG AIR   ,ould have to nag quickly
2339,19155,156,1,22,23631.30,0.03,0.03,A,F,1994-01-06,1994-03-06,1994-01-10,NONE                     ,FOB       , furiously above 
2339,2971,224,2,28,52471.16,0.00,0.00,R,F,1994-01-25,1994-01-22,1994-01-28,DELIVER IN PERSON        ,RAIL      ,"e bold, even packag"
2339,11675,198,3,13,20626.71,0.06,0.08,R,F,1994-03-10,1994-02-18,1994-03-20,TAKE BACK RETURN         ,REG AIR   ,ges. blithely special depend
2340,13779,569,1,9,15234.93,0.08,0.02,N,O,1996-05-01,1996-02-24,1996-05-16,COLLECT COD              ,RAIL      ,. carefully ironic
2340,19291,561,2,21,25416.09,0.06,0.02,N,O,1996-01-17,1996-03-04,1996-01-29,DELIVER IN PERSON        ,SHIP      , asymptotes. unusual theo
2341,4601,110,1,12,18067.20,0.08,0.03,R,F,1993-06-06,1993-07-08,1993-06-17,DELIVER IN PERSON        ,FOB       ,. quickly final deposits sl
2341,7037,552,2,37,34929.11,0.07,0.08,A,F,1993-09-23,1993-07-25,1993-10-14,DELIVER IN PERSON        ,RAIL      ,was blithel
2341,19455,994,3,8,10995.60,0.03,0.07,R,F,1993-06-08,1993-07-09,1993-06-10,COLLECT COD              ,FOB       ,ns affix above the iron
2342,4117,880,1,12,12253.32,0.00,0.08,N,O,1996-07-31,1996-07-26,1996-08-14,NONE                     ,TRUCK     ,print blithely even deposits. carefull
2342,11647,909,2,24,37407.36,0.10,0.06,N,O,1996-09-30,1996-07-22,1996-10-28,TAKE BACK RETURN         ,AIR       ,nstructions c
2342,16992,993,3,50,95449.50,0.10,0.01,N,O,1996-08-28,1996-07-18,1996-09-22,COLLECT COD              ,RAIL      ,cial asymptotes pr
2342,3581,582,4,1,1484.58,0.04,0.06,N,O,1996-08-31,1996-08-09,1996-09-07,DELIVER IN PERSON        ,REG AIR   ,ffily. unusual pinto beans wake c
2342,2676,929,5,22,34730.74,0.08,0.01,N,O,1996-08-10,1996-08-02,1996-08-31,DELIVER IN PERSON        ,AIR       ,s. ironic 
2343,10990,991,1,27,51326.73,0.00,0.00,N,O,1995-11-10,1995-11-17,1995-12-10,TAKE BACK RETURN         ,SHIP      ,old theodolites.
2343,6556,325,2,35,51189.25,0.03,0.06,N,O,1995-10-24,1995-11-09,1995-10-26,COLLECT COD              ,TRUCK     ,ges haggle furiously carefully regular req
2343,17876,678,3,21,37671.27,0.00,0.03,N,O,1995-09-07,1995-10-26,1995-10-07,TAKE BACK RETURN         ,RAIL      ,osits. unusual theodolites boost furio
2368,15199,200,1,16,17827.04,0.04,0.03,R,F,1993-10-31,1993-10-22,1993-11-06,NONE                     ,REG AIR   ,telets wake carefully iro
2368,1306,307,2,32,38633.60,0.03,0.00,R,F,1993-09-23,1993-10-07,1993-09-27,COLLECT COD              ,TRUCK     ,gular courts use blithely around the
2368,14881,146,3,39,70039.32,0.08,0.03,R,F,1993-09-03,1993-09-20,1993-09-28,COLLECT COD              ,RAIL      ,ng the doggedly ironic requests are blithe
2368,15590,386,4,17,25595.03,0.10,0.08,A,F,1993-10-03,1993-09-27,1993-10-05,NONE                     ,FOB       ,fily. slyly final ideas alongside o
2369,2384,141,1,30,38591.40,0.05,0.04,N,O,1997-04-23,1997-02-12,1997-05-21,COLLECT COD              ,REG AIR   ,pecial deposits sleep. blithely unusual w
2369,16842,843,2,47,82665.48,0.10,0.02,N,O,1997-01-02,1997-02-18,1997-01-13,COLLECT COD              ,RAIL      , to the regular dep
2370,4505,760,1,3,4228.50,0.03,0.07,R,F,1994-03-24,1994-03-26,1994-04-15,COLLECT COD              ,SHIP      ,ly regular Tiresia
2370,106,357,2,24,24146.40,0.00,0.05,A,F,1994-05-15,1994-04-09,1994-06-12,NONE                     ,REG AIR   ,final depen
2370,6085,86,3,32,31714.56,0.05,0.02,A,F,1994-04-24,1994-03-03,1994-05-15,DELIVER IN PERSON        ,MAIL      ,ies since the final deposits
2370,505,256,4,21,29515.50,0.04,0.01,R,F,1994-02-01,1994-02-19,1994-02-09,TAKE BACK RETURN         ,MAIL      ,ecial dependencies must have to 
2371,15861,392,1,37,65743.82,0.05,0.05,N,O,1998-02-11,1998-03-24,1998-02-27,DELIVER IN PERSON        ,TRUCK     ,s boost fluffil
2371,3415,669,2,21,27686.61,0.00,0.05,N,O,1998-04-14,1998-02-14,1998-04-18,COLLECT COD              ,AIR       ,gle furiously regu
2371,10053,314,3,11,10593.55,0.05,0.02,N,O,1998-02-25,1998-04-06,1998-03-23,TAKE BACK RETURN         ,TRUCK     ,requests. regular pinto beans wake. car
2371,4208,717,4,33,36702.60,0.05,0.08,N,O,1998-03-30,1998-02-06,1998-04-05,DELIVER IN PERSON        ,AIR       ,deas are. express r
2371,16451,984,5,22,30083.90,0.02,0.05,N,O,1998-03-26,1998-03-19,1998-04-16,DELIVER IN PERSON        ,REG AIR   ,y daring accounts. regular ins
2371,8503,504,6,39,55048.50,0.05,0.03,N,O,1998-04-01,1998-03-13,1998-04-27,NONE                     ,REG AIR   ,"tructions. regular, stealthy packages wak"
2371,3572,826,7,32,47218.24,0.07,0.07,N,O,1998-02-15,1998-04-03,1998-02-23,NONE                     ,REG AIR   ,the ruthless accounts. 
2372,4267,268,1,42,49192.92,0.08,0.02,N,O,1998-01-04,1998-01-02,1998-02-02,COLLECT COD              ,REG AIR   ,lar packages. regular
2372,232,983,2,17,19247.91,0.07,0.01,N,O,1997-12-17,1998-01-17,1997-12-25,NONE                     ,RAIL      ,xcuses. slyly ironic theod
2372,16334,867,3,12,15003.96,0.04,0.04,N,O,1998-03-21,1997-12-21,1998-04-12,DELIVER IN PERSON        ,SHIP      ,lyly according to
2372,12168,693,4,4,4320.64,0.00,0.07,N,O,1997-12-14,1997-12-28,1997-12-16,TAKE BACK RETURN         ,REG AIR   ,e carefully blithely even epitaphs. r
2372,1942,445,5,5,9219.70,0.02,0.04,N,O,1998-02-08,1998-01-18,1998-03-02,TAKE BACK RETURN         ,RAIL      ,ets against the 
2372,18844,649,6,11,19391.24,0.02,0.06,N,O,1998-02-14,1998-01-18,1998-03-10,TAKE BACK RETURN         ,FOB       ," silent, pending de"
2372,5602,603,7,19,28644.40,0.01,0.06,N,O,1997-12-26,1998-02-19,1998-01-02,COLLECT COD              ,SHIP      , beans haggle sometimes
2373,19003,811,1,17,15674.00,0.02,0.01,R,F,1994-03-29,1994-05-19,1994-04-20,COLLECT COD              ,AIR       ,auternes. blithely even pinto bea
2373,13522,312,2,3,4306.56,0.08,0.08,R,F,1994-05-15,1994-06-10,1994-06-04,COLLECT COD              ,TRUCK     ,dependencies wake ironical
2373,14081,346,3,29,28857.32,0.05,0.02,A,F,1994-06-01,1994-05-14,1994-06-17,NONE                     ,TRUCK     ,yly silent ideas affix furiousl
2373,9070,848,4,5,4895.35,0.10,0.01,R,F,1994-06-02,1994-05-03,1994-06-21,NONE                     ,REG AIR   ,uffily blithely ironic requests
2374,11712,974,1,41,66572.11,0.07,0.00,A,F,1994-01-27,1993-12-11,1994-02-12,TAKE BACK RETURN         ,RAIL      ,heodolites. requests
2374,15979,775,2,24,45479.28,0.07,0.08,A,F,1994-02-02,1994-01-12,1994-02-04,DELIVER IN PERSON        ,TRUCK     ,. requests are above t
2374,6069,582,3,2,1950.12,0.06,0.02,R,F,1993-12-30,1994-01-24,1994-01-02,COLLECT COD              ,FOB       ,", unusual ideas. deposits cajole quietl"
2374,7400,401,4,28,36607.20,0.04,0.08,R,F,1994-02-19,1993-12-16,1994-03-15,COLLECT COD              ,MAIL      ,ets cajole fu
2374,31,32,5,25,23275.75,0.08,0.00,A,F,1993-11-26,1993-12-15,1993-12-10,COLLECT COD              ,RAIL      ,refully pending d
2375,16728,729,1,3,4934.16,0.02,0.08,N,O,1997-02-14,1996-12-25,1997-02-22,COLLECT COD              ,RAIL      ,slyly across the furiously e
2375,13129,393,2,9,9379.08,0.09,0.02,N,O,1997-02-17,1996-12-27,1997-02-27,DELIVER IN PERSON        ,MAIL      ,ly against the packages. bold pinto bean
2375,4647,902,3,26,40342.64,0.02,0.06,N,O,1997-03-18,1997-02-02,1997-03-29,TAKE BACK RETURN         ,TRUCK     ,rate across the
2375,481,732,4,5,6907.40,0.01,0.00,N,O,1997-01-31,1997-01-25,1997-02-22,COLLECT COD              ,REG AIR   ,final packages cajole according to the furi
2375,8721,496,5,42,68448.24,0.01,0.08,N,O,1997-01-24,1997-02-15,1997-02-07,DELIVER IN PERSON        ,FOB       ,apades. idea
2375,12553,554,6,20,29311.00,0.09,0.08,N,O,1996-12-01,1996-12-26,1996-12-19,TAKE BACK RETURN         ,SHIP      ,ckages! blithely enticing deposi
2400,10255,516,1,48,55932.00,0.01,0.02,N,O,1998-10-07,1998-08-30,1998-11-03,DELIVER IN PERSON        ,MAIL      ,fore the car
2400,8997,256,2,1,1905.99,0.04,0.07,N,O,1998-08-18,1998-09-12,1998-09-11,NONE                     ,MAIL      ,silent deposits serve furious
2400,5251,17,3,23,26593.75,0.02,0.08,N,O,1998-08-05,1998-08-28,1998-08-30,NONE                     ,SHIP      ,tions. fluffily ironic platelets cajole c
2400,1682,436,4,23,36424.64,0.09,0.04,N,O,1998-10-04,1998-10-04,1998-10-31,NONE                     ,RAIL      ,ages lose carefully around the regula
2401,18162,431,1,39,42126.24,0.00,0.03,N,O,1997-09-29,1997-10-21,1997-10-17,DELIVER IN PERSON        ,FOB       ,ould affix 
2401,223,724,2,49,55037.78,0.05,0.07,N,O,1997-09-02,1997-09-11,1997-09-13,TAKE BACK RETURN         ,AIR       ,lites cajole carefully 
2402,8554,813,1,43,62889.65,0.03,0.08,N,O,1996-09-17,1996-11-20,1996-09-22,DELIVER IN PERSON        ,RAIL      ,slyly slyly blithe sheaves
2402,15133,929,2,24,25155.12,0.02,0.05,N,O,1996-11-21,1996-10-19,1996-11-29,DELIVER IN PERSON        ,SHIP      ,as; blithely ironic requ
2403,8287,62,1,34,40639.52,0.04,0.07,N,O,1998-05-30,1998-06-19,1998-06-05,NONE                     ,REG AIR   , slyly bold re
2403,15191,987,2,19,21017.61,0.08,0.07,N,O,1998-04-20,1998-07-02,1998-05-13,DELIVER IN PERSON        ,FOB       ,sits. ironic in
2403,19244,245,3,27,31407.48,0.05,0.03,N,O,1998-07-27,1998-07-08,1998-08-03,NONE                     ,SHIP      ,deposits sleep slyly special theodolit
2403,3043,44,4,30,28381.20,0.05,0.06,N,O,1998-08-08,1998-06-17,1998-08-20,NONE                     ,TRUCK     ,ackages sleep furiously pendin
2404,14671,200,1,36,57084.12,0.07,0.00,N,O,1997-03-27,1997-05-16,1997-04-06,COLLECT COD              ,REG AIR   ,s nag furi
2404,3565,819,2,1,1468.56,0.02,0.04,N,O,1997-05-22,1997-06-06,1997-05-28,DELIVER IN PERSON        ,MAIL      ,from the final orbits? even pinto beans hag
2404,1738,241,3,41,67228.93,0.02,0.06,N,O,1997-06-12,1997-05-03,1997-07-12,NONE                     ,AIR       , dolphins are
2404,5667,668,4,19,29880.54,0.09,0.03,N,O,1997-05-07,1997-05-24,1997-05-24,TAKE BACK RETURN         ,SHIP      ,cuses. quickly even in
2404,306,807,5,18,21713.40,0.00,0.04,N,O,1997-06-25,1997-05-06,1997-07-02,NONE                     ,RAIL      ,packages. even requests according to 
2405,8856,373,1,18,31767.30,0.09,0.07,N,O,1997-01-23,1997-03-10,1997-02-03,COLLECT COD              ,REG AIR   ,carefully ironic accounts. slyly 
2405,2617,374,2,30,45588.30,0.10,0.08,N,O,1997-03-24,1997-03-10,1997-04-14,TAKE BACK RETURN         ,AIR       ,y final deposits are slyly caref
2405,1614,615,3,49,74264.89,0.00,0.06,N,O,1996-12-24,1997-03-23,1997-01-01,TAKE BACK RETURN         ,FOB       ,"cial requests. ironic, regu"
2405,17680,948,4,23,36746.64,0.08,0.05,N,O,1996-12-28,1997-01-29,1997-01-07,NONE                     ,AIR       ,t wake blithely blithely regular idea
2406,16908,707,1,18,32848.20,0.07,0.05,N,O,1997-02-17,1996-12-25,1997-02-19,COLLECT COD              ,MAIL      ,azzle furiously careful
2406,4048,303,2,40,38081.60,0.02,0.07,N,O,1997-01-09,1996-12-02,1997-01-16,NONE                     ,SHIP      ,gular accounts caj
2406,4908,909,3,16,29006.40,0.07,0.03,N,O,1996-10-31,1996-11-28,1996-11-08,TAKE BACK RETURN         ,SHIP      , special accou
2406,14504,33,4,34,48229.00,0.07,0.06,N,O,1996-12-01,1996-12-07,1996-12-16,NONE                     ,AIR       ,hinly even accounts are slyly q
2406,18695,964,5,25,40342.25,0.08,0.02,N,O,1996-12-03,1996-12-14,1996-12-26,COLLECT COD              ,MAIL      ,"al, regular in"
2406,5828,339,6,22,38144.04,0.05,0.02,N,O,1996-11-22,1997-01-17,1996-12-15,NONE                     ,TRUCK     ,hely even foxes unwind furiously aga
2406,5950,716,7,30,55678.50,0.07,0.07,N,O,1997-01-17,1997-01-12,1997-01-22,TAKE BACK RETURN         ,TRUCK     , final pinto beans han
2407,6304,561,1,14,16944.20,0.04,0.02,N,O,1998-10-10,1998-08-25,1998-10-27,NONE                     ,FOB       ,l dependencies s
2407,16517,518,2,9,12901.59,0.07,0.05,N,O,1998-08-06,1998-08-11,1998-08-20,TAKE BACK RETURN         ,TRUCK     ,ts. special deposits are closely.
2407,13027,28,3,39,36660.78,0.02,0.02,N,O,1998-08-20,1998-09-12,1998-08-22,DELIVER IN PERSON        ,MAIL      ,iously final deposits solv
2407,9044,563,4,10,9530.40,0.01,0.07,N,O,1998-08-14,1998-09-10,1998-08-29,COLLECT COD              ,FOB       , pending instructions. theodolites x-
2407,19756,295,5,14,23460.50,0.04,0.05,N,O,1998-09-24,1998-08-18,1998-10-06,DELIVER IN PERSON        ,FOB       ,tructions wake stealt
2407,7029,801,6,18,16848.36,0.04,0.01,N,O,1998-10-03,1998-08-30,1998-10-19,TAKE BACK RETURN         ,MAIL      , wake carefully. fluffily 
2407,16088,621,7,7,7028.56,0.07,0.03,N,O,1998-09-11,1998-08-15,1998-09-30,TAKE BACK RETURN         ,MAIL      ,totes are carefully accordin
2432,4938,447,1,30,55287.90,0.03,0.02,N,O,1996-09-05,1996-10-10,1996-10-05,TAKE BACK RETURN         ,TRUCK     , requests wake alongside of
2432,16180,181,2,8,8769.44,0.07,0.01,N,O,1996-10-16,1996-10-01,1996-11-13,COLLECT COD              ,RAIL      ,"s about the bold, close deposit"
2432,10884,145,3,13,23333.44,0.07,0.06,N,O,1996-09-03,1996-10-10,1996-10-03,NONE                     ,RAIL      ,arefully about the caref
2432,1241,242,4,14,15991.36,0.00,0.06,N,O,1996-08-18,1996-09-04,1996-08-27,TAKE BACK RETURN         ,RAIL      ,riously regular packages. p
2433,8680,681,1,39,61958.52,0.01,0.04,R,F,1994-11-20,1994-09-23,1994-12-10,DELIVER IN PERSON        ,SHIP      ,ly final asy
2433,13333,860,2,20,24926.60,0.05,0.06,A,F,1994-12-09,1994-10-20,1994-12-15,COLLECT COD              ,REG AIR   ,lithely blithely final ide
2433,15635,166,3,38,58923.94,0.08,0.03,A,F,1994-10-15,1994-10-23,1994-11-06,DELIVER IN PERSON        ,SHIP      ,. slyly regular requests sle
2433,12026,289,4,43,40334.86,0.01,0.05,A,F,1994-10-16,1994-10-23,1994-11-08,DELIVER IN PERSON        ,RAIL      ,ular requests. slyly even pa
2433,10717,978,5,3,4883.13,0.06,0.02,A,F,1994-11-08,1994-09-24,1994-11-17,COLLECT COD              ,AIR       ,usly pending depos
2434,9444,445,1,1,1353.44,0.01,0.06,N,O,1997-08-02,1997-05-28,1997-08-19,TAKE BACK RETURN         ,MAIL      ," furiously express packages. ironic, pend"
2434,12678,465,2,39,62036.13,0.09,0.05,N,O,1997-06-10,1997-06-08,1997-07-03,COLLECT COD              ,RAIL      ,r deposits sleep furiou
2434,12945,732,3,28,52022.32,0.02,0.05,N,O,1997-06-28,1997-06-26,1997-07-15,COLLECT COD              ,RAIL      ,ven theodolites around the slyly
2434,16718,719,4,49,80100.79,0.00,0.05,N,O,1997-08-08,1997-07-23,1997-08-27,DELIVER IN PERSON        ,FOB       ," after the requests haggle bold, fina"
2435,3887,888,1,8,14327.04,0.08,0.03,A,F,1993-06-08,1993-04-04,1993-06-29,COLLECT COD              ,SHIP      ,e fluffily quickly final accounts. care
2435,4835,344,2,43,74812.69,0.03,0.08,A,F,1993-03-27,1993-05-20,1993-04-18,DELIVER IN PERSON        ,TRUCK     ,alongside of the s
2435,1146,649,3,24,25131.36,0.07,0.08,R,F,1993-03-14,1993-05-20,1993-03-26,DELIVER IN PERSON        ,SHIP      ,s. carefully regular d
2435,15587,853,4,22,33056.76,0.02,0.05,R,F,1993-05-23,1993-04-14,1993-06-04,NONE                     ,SHIP      ,"e final, final deposits. carefully regular"
2435,7168,426,5,3,3225.48,0.07,0.07,R,F,1993-06-01,1993-03-25,1993-06-27,DELIVER IN PERSON        ,FOB       , final accounts ar
2435,4553,62,6,17,24778.35,0.02,0.02,A,F,1993-06-05,1993-05-05,1993-06-14,NONE                     ,TRUCK     ,cajole aft
2435,12069,594,7,8,7848.48,0.07,0.02,R,F,1993-05-03,1993-04-02,1993-05-17,COLLECT COD              ,SHIP      ,ng the fluffily special foxes nag 
2436,15407,408,1,48,63475.20,0.04,0.02,N,O,1995-10-22,1995-10-22,1995-11-16,DELIVER IN PERSON        ,FOB       ,he furiously 
2436,11651,435,2,18,28127.70,0.05,0.03,N,O,1995-10-14,1995-11-21,1995-11-12,TAKE BACK RETURN         ,TRUCK     ,y ironic accounts. furiously even packa
2436,16365,632,3,6,7688.16,0.06,0.08,N,O,1995-10-25,1995-11-30,1995-11-24,DELIVER IN PERSON        ,RAIL      ,odolites. ep
2437,9370,630,1,46,58851.02,0.07,0.04,A,F,1993-08-12,1993-06-16,1993-08-29,NONE                     ,RAIL      ,"e of the bold, dogged requests"
2437,18940,209,2,26,48332.44,0.00,0.04,A,F,1993-06-25,1993-05-22,1993-07-07,DELIVER IN PERSON        ,REG AIR   ,lyly regular accounts.
